"cik";"accensionNumber";"reportDate";"form";"doc_link"
"1477333";"0001477333-24-000013";"2023-12-31";"10-K";"cloud-20231231.htm"
"1410636";"0001410636-24-000050";"2023-12-31";"10-K";"awk-20231231.htm"
"1140536";"0000950170-24-018575";"2023-12-31";"10-K";"wtw-20231231.htm"
"798941";"0000798941-24-000018";"2023-12-31";"10-K";"fcnca-20231231.htm"
"906163";"0000906163-24-000033";"2023-12-31";"10-K";"nvr-20231231.htm"
"1659166";"0001659166-24-000046";"2023-12-31";"10-K";"ftv-20231231.htm"
"906107";"0000950170-24-015907";"2023-12-31";"10-K";"eqr-20231231.htm"
"1065088";"0001065088-24-000036";"2023-12-31";"10-K";"ebay-20231231.htm"
"1645590";"0001645590-23-000117";"2023-10-31";"10-K";"hpe-20231031.htm"
"29534";"0001558370-23-004574";"2023-02-03";"10-K";"dg-20230203x10k.htm"
"946581";"0001628280-23-019851";"2023-03-31";"10-K";"ttwo-20230331.htm"
"1002047";"0000950170-23-027948";"2023-04-28";"10-K";"ntap-20230428.htm"
"822416";"0000822416-24-000010";"2023-12-31";"10-K";"phm-20231231.htm"
"1315098";"0001315098-24-000026";"2023-12-31";"10-K";"rblx-20231231.htm"
"1113169";"0001113169-24-000007";"2023-12-31";"10-K";"trow-20231231.htm"
"1383650";"0001383650-24-000013";"2023-12-31";"10-K";"cqp-20231231.htm"
"783325";"0000107815-24-000095";"2023-12-31";"10-K";"wec-20231231.htm"
"1123360";"0001123360-24-000004";"2023-12-31";"10-K";"gpn-20231231.htm"
"51253";"0000051253-24-000006";"2023-12-31";"10-K";"iff-20231231.htm"
"815097";"0000815097-24-000011";"2023-11-30";"10-K";"ccl-20231130.htm"
"93751";"0000093751-24-000498";"2023-12-31";"10-K";"stt-20231231.htm"
"1404655";"0000950170-24-015277";"2023-12-31";"10-K";"hubs-20231231.htm"
"29905";"0000029905-24-000008";"2023-12-31";"10-K";"dov-20231231.htm"
"0001967680";"0001967680-24-000033";"2023-12-31";"10-K";"vlto-20231231.htm"
"1236275";"0001185185-24-000237";"2023-12-31";"10-K";"silversun20231231_10k.htm"
"313927";"0000950170-24-015810";"2023-12-31";"10-K";"chd-20231231.htm"
"1601046";"0001601046-23-000134";"2023-10-31";"10-K";"keys-20231031.htm"
"1069183";"0001069183-24-000006";"2023-12-31";"10-K";"axon-20231231x10k.htm"
"84839";"0000084839-24-000025";"2023-12-31";"10-K";"rol-20231231.htm"
"0001383312";"0001383312-23-000037";"2023-06-30";"10-K";"br-20230630.htm"
"936340";"0000936340-24-000076";"2023-12-31";"10-K";"dte-20231231.htm"
"1758730";"0001758730-24-000025";"2023-12-31";"10-K";"tw-20231231.htm"
"1274494";"0001274494-24-000004";"2023-12-31";"10-K";"fslr-20231231.htm"
"97210";"0000950170-24-018701";"2023-12-31";"10-K";"ter-20231231.htm"
"1564408";"0001564408-24-000019";"2023-12-31";"10-K";"snap-20231231.htm"
"106040";"0000106040-23-000024";"2023-06-30";"10-K";"wdc-20230630.htm"
"65984";"0000065984-24-000012";"2023-12-31";"10-K";"etr-20231231.htm"
"721371";"0000721371-23-000060";"2023-06-30";"10-K";"cah-20230630.htm"
"935703";"0000935703-23-000016";"2023-01-28";"10-K";"dltr-20230128.htm"
"1837240";"0001837240-23-000189";"2023-09-30";"10-K";"sym-20230930.htm"
"720005";"0000720005-23-000079";"2023-09-30";"10-K";"rjf-20230930.htm"
"105770";"0000105770-24-000015";"2023-12-31";"10-K";"wst-20231231.htm"
"1031296";"0001031296-24-000008";"2023-12-31";"10-K";"fe-20231231.htm"
"1757898";"0001757898-23-000005";"2023-03-31";"10-K";"ste-20230331.htm"
"1136869";"0000950170-24-019353";"2023-12-31";"10-K";"zbh-20231231.htm"
"910521";"0000910521-23-000016";"2023-03-31";"10-K";"deck-20230331.htm"
"0000860731";"0000860731-24-000006";"2023-12-31";"10-K";"tyl-20231231.htm"
"1687229";"0001687229-24-000013";"2023-12-31";"10-K";"invh-20231231.htm"
"1125259";"0000815097-24-000011";"2023-11-30";"10-K";"ccl-20231130.htm"
"1137789";"0001137789-23-000049";"2023-06-30";"10-K";"stx-20230630.htm"
"1034054";"0001034054-24-000002";"2023-12-31";"10-K";"sbac-20231231x10k.htm"
"106535";"0000950170-24-016434";"2023-12-31";"10-K";"wy-20231231.htm"
"1335258";"0001335258-24-000017";"2023-12-31";"10-K";"lyv-20231231.htm"
"49196";"0000049196-24-000020";"2023-12-31";"10-K";"hban-20231231.htm"
"740260";"0000740260-24-000067";"2023-12-31";"10-K";"vtr-20231231.htm"
"72741";"0000072741-24-000005";"2023-12-31";"10-K";"es-20231231.htm"
"857005";"0000950123-23-011049";"2023-09-30";"10-K";"ptc-20230930.htm"
"1035443";"0001035443-24-000072";"2023-12-31";"10-K";"are-20231231.htm"
"0000922224";"0000922224-24-000008";"2023-12-31";"10-K";"ppl-20231231.htm"
"1437107";"0001437107-24-000017";"2023-12-31";"10-K";"wbd-20231231.htm"
"100493";"0000100493-23-000105";"2023-09-30";"10-K";"tsn-20230930.htm"
"1642896";"0001642896-23-000016";"2023-01-28";"10-K";"iot-20230128.htm"
"1336920";"0001336920-24-000008";"2023-12-29";"10-K";"ldos-20231229.htm"
"14693";"0000014693-23-000074";"2023-04-30";"10-K";"bfb-20230430.htm"
"1609711";"0001609711-24-000022";"2023-12-31";"10-K";"gddy-20231231.htm"
"1443646";"0001443646-23-000089";"2023-03-31";"10-K";"bah-20230331.htm"
"1281761";"0001281761-24-000010";"2023-12-31";"10-K";"rf-20231231.htm"
"48898";"0001628280-24-003792";"2023-12-31";"10-K";"hubb-20231231.htm"
"790051";"0000790051-24-000058";"2023-12-31";"10-K";"csl-20231231.htm"
"1175454";"0001628280-24-008060";"2023-12-31";"10-K";"flt-20231231.htm"
"1096343";"0001096343-24-000025";"2023-12-31";"10-K";"mkl-20231231.htm"
"1069202";"0001628280-24-004446";"2023-12-31";"10-K";"lii-20231231.htm"
"922621";"0000922621-24-000006";"2023-12-31";"10-K";"erie-20231231.htm"
"1002910";"0001002910-24-000056";"2023-12-31";"10-K";"aee-20231231.htm"
"1601712";"0001601712-24-000047";"2023-12-31";"10-K";"syf-20231231.htm"
"1783879";"0001783879-24-000054";"2023-12-31";"10-K";"hood-20231231.htm"
"105016";"0001193125-24-044609";"2023-12-31";"10-K";"d104765d10k.htm"
"0001316835";"0000950170-24-018584";"2023-12-31";"10-K";"bldr-20231231.htm"
"719955";"0001628280-23-009175";"2023-01-29";"10-K";"wsm-20230129.htm"
"1126328";"0001104659-24-025516";"2023-12-31";"10-K";"pfg-20231231x10k.htm"
"1474432";"0001628280-23-010275";"2023-02-05";"10-K";"pstg-20230205.htm"
"11544";"0000011544-24-000005";"2023-12-31";"10-K";"wrb-20231231.htm"
"1101302";"0001101302-24-000009";"2023-12-31";"10-K";"entg-20231231.htm"
"1022671";"0001558370-24-002152";"2023-12-31";"10-K";"stld-20231231x10k.htm"
"63754";"0000063754-24-000027";"2023-11-30";"10-K";"mkc-20231130.htm"
"858470";"0000858470-24-000019";"2023-12-31";"10-K";"cog-20231231.htm"
"9389";"0001558370-24-001349";"2023-12-31";"10-K";"ball-20231231x10k.htm"
"1374310";"0001558370-24-001277";"2023-12-31";"10-K";"cboe-20231231x10k.htm"
"55067";"0001628280-24-005583";"2023-12-30";"10-K";"k-20231230.htm"
"920522";"0000920522-24-000033";"2023-12-31";"10-K";"ess-20231231.htm"
"764478";"0000764478-23-000006";"2023-01-28";"10-K";"bby-20230128x10k.htm"
"818686";"0001193125-24-031005";"2023-12-31";"10-K";"d600678d10k.htm"
"759944";"0000759944-24-000039";"2023-12-31";"10-K";"cfg-20231231.htm"
"1094285";"0001094285-24-000044";"2023-12-31";"10-K";"tdy-20231231.htm"
"40987";"0000040987-24-000024";"2023-12-31";"10-K";"gpc-20231231.htm"
"1097149";"0001097149-24-000011";"2023-12-31";"10-K";"algn-20231231.htm"
"20286";"0000020286-24-000014";"2023-12-31";"10-K";"cinf-20231231.htm"
"0000052988";"0000052988-23-000084";"2023-09-29";"10-K";"jec-20230929.htm"
"1910139";"0001104659-24-026792";"2023-12-30";"10-K";"mbly-20231230x10k.htm"
"1521332";"0001521332-24-000011";"2023-12-31";"10-K";"aptv-20231231.htm"
"731802";"0000731802-23-000028";"2023-09-30";"10-K";"ato-20230930.htm"
"4127";"0000004127-23-000030";"2023-09-29";"10-K";"swks-20230929.htm"
"1441816";"0001441816-23-000027";"2023-01-31";"10-K";"mdb-20230131.htm"
"1403568";"0001558370-23-004581";"2023-01-28";"10-K";"ulta-20230128x10k.htm"
"0001262823";"0001262823-24-000014";"2023-12-31";"10-K";"wlk-20231231.htm"
"1110803";"0001110803-24-000010";"2023-12-31";"10-K";"ilmn-20231231.htm"
"1130310";"0001130310-24-000010";"2023-12-31";"10-K";"cnp-20231231.htm"
"1585521";"0001585521-23-000035";"2023-01-31";"10-K";"zm-20230131.htm"
"811156";"0000811156-24-000044";"2023-12-31";"10-K";"cms-20231231.htm"
"0001811074";"0001811074-24-000015";"2023-12-31";"10-K";"tpl-20231231.htm"
"859737";"0000859737-23-000023";"2023-09-30";"10-K";"holx-20230930.htm"
"1883685";"0001883685-24-000010";"2023-12-31";"10-K";"dkng-20231231.htm"
"1000697";"0001193125-24-047491";"2023-12-31";"10-K";"d691142d10k.htm"
"0001889539";"0001889539-24-000006";"2023-12-31";"10-K";"crbg-20231231.htm"
"0001880661";"0001880661-24-000013";"2023-12-31";"10-K";"tpg-20231231.htm"
"711404";"0000711404-23-000072";"2023-10-31";"10-K";"coo-20231031.htm"
"29989";"0000029989-24-000007";"2023-12-31";"10-K";"omc-20231231.htm"
"0000010456";"0001628280-24-003932";"2023-12-31";"10-K";"bax-20231231.htm"
"105634";"0000105634-24-000006";"2023-12-31";"10-K";"eme-20231231.htm"
"8818";"0000008818-24-000003";"2023-12-30";"10-K";"avy-20231230.htm"
"1324424";"0001324424-24-000007";"2023-12-31";"10-K";"expe-20231231.htm"
"217346";"0000217346-24-000017";"2023-12-30";"10-K";"txt-20231230.htm"
"1014473";"0001014473-24-000006";"2023-12-31";"10-K";"vrsn-20231231.htm"
"920148";"0000920148-24-000014";"2023-12-31";"10-K";"lh-20231231.htm"
"73124";"0000073124-24-000073";"2023-12-31";"10-K";"ntrs-20231231.htm"
"0000746515";"0000950170-24-019394";"2023-12-31";"10-K";"expd-20231231.htm"
"60086";"0000060086-24-000029";"2023-12-31";"10-K";"l-20231231.htm"
"75677";"0000950170-24-022794";"2023-12-31";"10-K";"pkg-20231231.htm"
"912595";"0000950170-24-013275";"2023-12-31";"10-K";"maa-20231231.htm"
"861884";"0001558370-24-002166";"2023-12-31";"10-K";"rs-20231231x10k.htm"
"48465";"0000048465-23-000083";"2023-10-29";"10-K";"hrl-20231029.htm"
"1874178";"0001874178-24-000014";"2023-12-31";"10-K";"rivn-20231231.htm"
"1802768";"0001802768-24-000012";"2023-12-31";"10-K";"rprx-20231231.htm"
"877212";"0000877212-24-000029";"2023-12-31";"10-K";"zbra-20231231.htm"
"1651308";"0001651308-24-000014";"2023-12-31";"10-K";"bgne-20231231.htm"
"728535";"0001437749-24-005368";"2023-12-31";"10-K";"jbht20231231_10k.htm"
"1179929";"0001179929-24-000033";"2023-12-31";"10-K";"moh-20231231.htm"
"1402436";"0000950170-24-022080";"2023-12-31";"10-K";"ssnc-20231231.htm"
"1527166";"0001527166-24-000019";"2023-12-31";"10-K";"cg-20231231.htm"
"940944";"0000940944-23-000037";"2023-05-28";"10-K";"dri-20230528.htm"
"1095073";"0001095073-24-000009";"2023-12-31";"10-K";"eg-20231231.htm"
"1089063";"0001089063-23-000023";"2023-01-28";"10-K";"dks-20230128.htm"
"0001754301";"0001628280-23-029065";"2023-06-30";"10-K";"fox-20230630.htm"
"1319161";"0001319161-23-000036";"2023-09-30";"10-K";"wmg-20230930.htm"
"1397911";"0001397911-24-000011";"2023-12-31";"10-K";"lpla-20231231.htm"
"21076";"0000021076-23-000037";"2023-06-30";"10-K";"clx-20230630.htm"
"92380";"0000092380-24-000027";"2023-12-31";"10-K";"luv-20231231.htm"
"1660134";"0001660134-23-000013";"2023-01-31";"10-K";"okta-20230131.htm"
"1579298";"0000950170-23-007586";"2023-01-28";"10-K";"burl-20230128.htm"
"0001564708";"0001564708-23-000368";"2023-06-30";"10-K";"nws-20230630.htm"
"912593";"0000912593-24-000094";"2023-12-31";"10-K";"sui-20231231.htm"
"1048477";"0001048477-24-000016";"2023-12-31";"10-K";"bmrn-20231231.htm"
"1013871";"0001013871-24-000005";"2023-12-31";"10-K";"nrg-20231231.htm"
"1423902";"0001423902-24-000022";"2023-12-31";"10-K";"wes-20231231.htm"
"100517";"0000100517-24-000027";"2023-12-31";"10-K";"ual-20231231.htm"
"849399";"0000849399-23-000014";"2023-03-31";"10-K";"gen-20230331.htm"
"51434";"0000051434-24-000024";"2023-12-31";"10-K";"ip-20231231.htm"
"1013237";"0001013237-23-000128";"2023-08-31";"10-K";"fds-20230831.htm"
"0000074208";"0000074208-24-000011";"2023-12-31";"10-K";"udr-20231231x10k.htm"
"62996";"0000062996-24-000006";"2023-12-31";"10-K";"mas-20231231.htm"
"1996862";"0001996862-24-000007";"2023-12-31";"10-K";"bg-20231231.htm"
"1022079";"0001022079-24-000041";"2023-12-31";"10-K";"dgx-20231231.htm"
"0001468174";"0001468174-24-000014";"2023-12-31";"10-K";"h-20231231.htm"
"1552033";"0001552033-24-000027";"2023-12-31";"10-K";"tru-20231231.htm"
"33213";"0000033213-24-000008";"2023-12-31";"10-K";"eqt-20231231.htm"
"0001370946";"0001370946-24-000046";"2023-12-31";"10-K";"oc-20231231.htm"
"101778";"0000101778-24-000023";"2023-12-31";"10-K";"mro-20231231.htm"
"832101";"0000832101-24-000009";"2023-12-31";"10-K";"iex-20231231.htm"
"1849253";"0000950170-24-021657";"2023-12-31";"10-K";"ryan-20231231.htm"
"1562401";"0001562401-24-000021";"2023-12-31";"10-K";"amh-20231231.htm"
"1306830";"0001306830-24-000029";"2023-12-31";"10-K";"ce-20231231.htm"
"1690820";"0001690820-24-000093";"2023-12-31";"10-K";"cvna-20231231.htm"
"91576";"0000091576-24-000040";"2023-12-31";"10-K";"key-20231231.htm"
"1650164";"0001650164-24-000084";"2023-12-31";"10-K";"tost-20231231.htm"
"1082554";"0001082554-24-000005";"2023-12-31";"10-K";"uthr-20231231.htm"
"1286681";"0000950170-24-019725";"2023-12-31";"10-K";"dpz-20231231.htm"
"0001031308";"0001031308-24-000002";"2023-12-31";"10-K";"bsy-20231231.htm"
"1331875";"0001331875-24-000019";"2023-12-31";"10-K";"fnf-20231231.htm"
"0001046102";"0001628280-24-007570";"2023-12-31";"10-K";"rba-20231231.htm"
"765880";"0001628280-24-004094";"2023-12-31";"10-K";"peak-20231231.htm"
"914475";"0000914475-24-000054";"2023-12-31";"10-K";"nbix-20231231.htm"
"1086222";"0001086222-24-000040";"2023-12-31";"10-K";"akam-20231231.htm"
"110621";"0000950170-23-034640";"2023-05-31";"10-K";"rpm-20230531.htm"
"1748790";"0001748790-23-000030";"2023-06-30";"10-K";"amcr-20230630.htm"
"898174";"0000898174-24-000048";"2023-12-31";"10-K";"rga-20231231.htm"
"0001633931";"0001558370-24-001999";"2023-12-31";"10-K";"bld-20231231x10k.htm"
"908937";"0000908937-24-000008";"2023-12-31";"10-K";"siri-20231231.htm"
"1722482";"0001722482-24-000012";"2023-12-31";"10-K";"avtr-20231231.htm"
"91440";"0000091440-24-000005";"2023-12-30";"10-K";"sna-20231230.htm"
"879101";"0001437749-24-005407";"2023-12-31";"10-K";"kim20231231_10k.htm"
"77360";"0000077360-24-000007";"2023-12-31";"10-K";"pnr-20231231.htm"
"1463101";"0001463101-24-000024";"2023-12-31";"10-K";"enph-20231231.htm"
"352541";"0000352541-24-000014";"2023-12-31";"10-K";"lnt-20231231.htm"
"23217";"0001437749-23-019879";"2023-05-28";"10-K";"cag20230206_10k.htm"
"0000864749";"0000864749-24-000047";"2023-12-29";"10-K";"trmb-20231229.htm"
"726958";"0000726958-23-000059";"2023-04-30";"10-K";"casy-20230430.htm"
"873303";"0000950170-24-022036";"2023-12-31";"10-K";"srpt-20231231.htm"
"1056696";"0000950170-24-011411";"2023-12-31";"10-K";"manh-20231231.htm"
"1145197";"0001145197-24-000011";"2023-12-31";"10-K";"podd-20231231.htm"
"42888";"0000042888-24-000010";"2023-12-29";"10-K";"ggg-20231229.htm"
"794170";"0000794170-23-000066";"2023-10-31";"10-K";"tol-20231031.htm"
"1333986";"0001333986-24-000009";"2023-12-31";"10-K";"eqh-20231231.htm"
"72331";"0000072331-23-000242";"2023-10-31";"10-K";"ndsn-20231031.htm"
"1111711";"0001111711-24-000011";"2023-12-31";"10-K";"nix-20231231.htm"
"1634997";"0001634997-24-000031";"2023-12-31";"10-K";"agr-20231231.htm"
"1032975";"0001032975-23-000021";"2023-03-31";"10-K";"logi-20230331.htm"
"31791";"0000031791-24-000004";"2023-12-31";"10-K";"pki-20231231.htm"
"1792044";"0001792044-24-000008";"2023-12-31";"10-K";"vtrs-20231231.htm"
"16732";"0000016732-23-000109";"2023-07-30";"10-K";"cpb-20230730.htm"
"789570";"0000789570-24-000005";"2023-12-31";"10-K";"mgm-20231231.htm"
"0000070318";"0000070318-24-000016";"2023-12-31";"10-K";"thc-20231231.htm"
"93556";"0000093556-24-000032";"2023-12-30";"10-K";"swk-20231230.htm"
"1604028";"0001604028-23-000015";"2023-03-31";"10-K";"wms-20230331.htm"
"1070423";"0001070423-24-000008";"2023-12-31";"10-K";"paa-20231231.htm"
"1575965";"0001575965-24-000005";"2023-12-31";"10-K";"glpi-20231231.htm"
"1289419";"0001289419-24-000010";"2023-12-31";"10-K";"morn-20231231.htm"
"1773383";"0001773383-23-000055";"2023-03-31";"10-K";"dt-20230331.htm"
"1658566";"0001658566-24-000018";"2023-12-31";"10-K";"cdev-20231231.htm"
"1166003";"0001166003-24-000022";"2023-12-31";"10-K";"xpo-20231231.htm"
"40729";"0000040729-24-000004";"2023-12-31";"10-K";"ally-20231231.htm"
"879169";"0000879169-24-000045";"2023-12-31";"10-K";"incy-20231231.htm"
"1665918";"0001665918-24-000014";"2023-12-30";"10-K";"usfd-20231230.htm"
"1604821";"0001558370-24-002083";"2023-12-31";"10-K";"ntra-20231231x10k.htm"
"895417";"0000895417-24-000036";"2023-12-31";"10-K";"els-20231231.htm"
"1025378";"0001025378-24-000037";"2023-12-31";"10-K";"wpc-20231231.htm"
"0001720635";"0001720635-24-000012";"2023-12-31";"10-K";"nvt-20231231.htm"
"1324404";"0001324404-24-000008";"2023-12-31";"10-K";"cf-20231231.htm"
"945841";"0000945841-24-000021";"2023-12-31";"10-K";"pool-20231231.htm"
"21175";"0000021175-24-000007";"2023-12-31";"10-K";"cna-20231231.htm"
"1070750";"0001070750-24-000081";"2023-12-31";"10-K";"hst-20231231.htm"
"1177702";"0000950170-24-019368";"2023-12-31";"10-K";"saia-20231231.htm"
"1287750";"0001287750-24-000011";"2023-12-31";"10-K";"arcc-20231231.htm"
"898293";"0001193125-23-259599";"2023-08-31";"10-K";"d533726d10k.htm"
"1711269";"0001711269-24-000007";"2023-12-31";"10-K";"evrg-20231231.htm"
"1567094";"0001628280-24-007899";"2023-12-31";"10-K";"cnhi-20231231.htm"
"874761";"0000874761-24-000011";"2023-12-31";"10-K";"aes-20231231.htm"
"822818";"0000822818-24-000008";"2023-12-31";"10-K";"clh-20231231.htm"
"1170010";"0001170010-23-000010";"2023-02-28";"10-K";"kmx-20230228.htm"
"0001783398";"0001783398-24-000012";"2023-12-31";"10-K";"uwmc-20231231.htm"
"927066";"0000927066-24-000013";"2023-12-31";"10-K";"dva-20231231.htm"
"352915";"0000950170-24-021175";"2023-12-31";"10-K";"uhs-20231231.htm"
"1090425";"0001628280-24-006537";"2023-12-31";"10-K";"lamr-20231231.htm"
"38777";"0000038777-23-000169";"2023-09-30";"10-K";"ben-20230930.htm"
"1618732";"0000950170-23-049179";"2023-07-31";"10-K";"ntnx-20230731.htm"
"1104506";"0001104506-24-000008";"2023-12-31";"10-K";"insm-20231231.htm"
"910606";"0000950170-24-016260";"2023-12-31";"10-K";"reg-20231231.htm"
"1792580";"0000950170-24-021368";"2023-12-31";"10-K";"ovv-20231231.htm"
"91419";"0000091419-23-000072";"2023-04-30";"10-K";"sjm-20230430.htm"
"868857";"0001104659-23-118329";"2023-09-30";"10-K";"acm-20230930x10k.htm"
"779152";"0000779152-23-000062";"2023-06-30";"10-K";"jkhy-20230630.htm"
"4457";"0000004457-23-000052";"2023-03-31";"10-K";"uhal-20230331.htm"
"1037540";"0001656423-24-000007";"2023-12-31";"10-K";"bxp-20231231.htm"
"1617640";"0001617640-24-000022";"2023-12-31";"10-K";"z-20231231.htm"
"1681459";"0001681459-24-000070";"2023-12-31";"10-K";"fti-20231231.htm"
"1531152";"0001531152-23-000026";"2023-01-28";"10-K";"bj-20230128.htm"
"1352010";"0001352010-24-000008";"2023-12-31";"10-K";"epam-20231231.htm"
"1528396";"0001528396-23-000089";"2023-07-31";"10-K";"gwre-20230731.htm"
"842023";"0001558370-23-015226";"2023-06-30";"10-K";"tmb-20230630x10k.htm"
"0001065696";"0001065696-24-000009";"2023-12-31";"10-K";"lkq-20231231.htm"
"1043604";"0001043604-24-000014";"2023-12-31";"10-K";"jnpr-20231231.htm"
"906345";"0000906345-24-000007";"2023-12-31";"10-K";"cpt-20231231.htm"
"913144";"0000913144-24-000019";"2023-12-31";"10-K";"rnr-20231231.htm"
"1707753";"0001707753-23-000021";"2023-04-30";"10-K";"estc-20230430.htm"
"1897982";"0001897982-23-000045";"2023-06-30";"10-K";"azpn-20230630.htm"
"91142";"0000091142-24-000041";"2023-12-31";"10-K";"aos-20231231.htm"
"1604778";"0001604778-23-000055";"2023-04-01";"10-K";"rfmd-20230401.htm"
"866374";"0000866374-23-000028";"2023-03-31";"10-K";"flex-20230331.htm"
"59527";"0000059527-24-000008";"2023-12-31";"10-K";"leco-20231231x10k.htm"
"1035983";"0001558370-24-001529";"2023-12-31";"10-K";"fix-20231231x10k.htm"
"216228";"0000216228-24-000020";"2023-12-31";"10-K";"itt-20231231.htm"
"1673358";"0000950170-24-023147";"2023-12-31";"10-K";"yumc-20231231.htm"
"1646972";"0001646972-23-000045";"2023-02-25";"10-K";"aci-20230225.htm"
"1069157";"0001069157-24-000020";"2023-12-31";"10-K";"ewbc-20231231.htm"
"1289460";"0001558370-24-001595";"2023-12-26";"10-K";"txrh-20231226x10k.htm"
"1261333";"0001261333-23-000050";"2023-01-31";"10-K";"docu-20230131.htm"
"0000096223";"0000096223-24-000006";"2023-11-30";"10-K";"jef-20231130.htm"
"1100682";"0001100682-24-000007";"2023-12-30";"10-K";"crl-20231230.htm"
