cik,name,tickers,ein
0001212545,WESTERN ALLIANCE BANCORPORATION,WAL,000000000
0001234006,GLADSTONE COMMERCIAL CORP,GOOD,020681276
0001234006,GLADSTONE COMMERCIAL CORP,GOOD,020681276
0001854963,"SHF Holdings, Inc.",SHFS,862409612
0000017313,CAPITAL SOUTHWEST CORP,CSWC,751072796
0001818550,Incordex Corp.,ICDX,981541457
0001621221,"ARTELO BIOSCIENCES, INC.",ARTL,331220924
0001850262,Integral Acquisition Corp 1,INTE,862148394
0001850262,Integral Acquisition Corp 1,INTE,862148394
0001847577,Learn CW Investment Corp,LCW,000000000
0001847577,Learn CW Investment Corp,LCW,000000000
0001657853,"HERTZ GLOBAL HOLDINGS, INC",HTZ,611770902
0001864032,Ault Disruptive Technologies Corp,ADRT,862279256
0001864032,Ault Disruptive Technologies Corp,ADRT,862279256
0001101026,"Zivo Bioscience, Inc.",ZIVO,870699977
0001348362,Lexaria Bioscience Corp.,LEXX,202000871
0001818674,SYBLEU Inc,,851412307
0001793229,MultiPlan Corp,MPLN,843536151
0000037996,FORD MOTOR CO,F,380549190
0000037996,FORD MOTOR CO,F,380549190
0000037996,FORD MOTOR CO,F,380549190
0001828937,Finance of America Companies Inc.,FOA,853474065
0001947244,U.S. GoldMining Inc.,USGO,371792147
0001851909,Compass Digital Acquisition Corp.,CDAQ,981588328
0001851909,Compass Digital Acquisition Corp.,CDAQ,981588328
0000088948,Seneca Foods Corp,SENEA,160733425
0000707388,"STAR EQUITY HOLDINGS, INC.",STRR,330145723
0000088948,Seneca Foods Corp,SENEA,160733425
0001907425,JOCOM HOLDINGS CORP.,JOCM,384177722
0000013372,NSTAR ELECTRIC CO,NSARO,041278810
0000013372,NSTAR ELECTRIC CO,NSARO,041278810
0000823277,CHS INC,CHSCP,410251095
0000823277,CHS INC,CHSCP,410251095
0000823277,CHS INC,CHSCP,410251095
0000823277,CHS INC,CHSCP,410251095
0001820144,Grindr Inc.,GRND,000000000
0001682220,Sachem Capital Corp.,SACH,813467779
0001682220,Sachem Capital Corp.,SACH,813467779
0001682220,Sachem Capital Corp.,SACH,813467779
0001682220,Sachem Capital Corp.,SACH,813467779
0001682220,Sachem Capital Corp.,SACH,813467779
0001682220,Sachem Capital Corp.,SACH,813467779
0001682220,Sachem Capital Corp.,SACH,813467779
0001832511,P3 Health Partners Inc.,PIII,852992794
0001824920,"IonQ, Inc.",IONQ,852992192
0001851961,"GCT Semiconductor Holding, Inc.",GCTS,862171699
0001498233,"Cepton, Inc.",CPTN,272447291
0001840317,Plum Acquisition Corp. I,PLMI,000000000
0001840317,Plum Acquisition Corp. I,PLMI,000000000
0001861622,Jet.AI Inc.,JTAI,000000000
0001861622,Jet.AI Inc.,JTAI,000000000
0001476963,"Scorpius Holdings, Inc.",SCPX,262844103
0001703644,Granite Point Mortgage Trust Inc.,GPMT,000000000
0001393311,Public Storage,PSA,953551121
0001393311,Public Storage,PSA,953551121
0001393311,Public Storage,PSA,953551121
0001393311,Public Storage,PSA,953551121
0001393311,Public Storage,PSA,953551121
0001393311,Public Storage,PSA,953551121
0001393311,Public Storage,PSA,953551121
0001393311,Public Storage,PSA,953551121
0001735041,Greenland Technologies Holding Corp.,GTEC,000000000
0001393311,Public Storage,PSA,953551121
0001393311,Public Storage,PSA,953551121
0001393311,Public Storage,PSA,953551121
0001393311,Public Storage,PSA,953551121
0001889983,Keen Vision Acquisition Corp.,KVAC,000000000
0001889983,Keen Vision Acquisition Corp.,KVAC,000000000
0001633336,"Crescent Capital BDC, Inc.",CCAP,473162282
0001895262,Noble Corp plc,NE,000000000
0001895262,Noble Corp plc,NE,000000000
0001895262,Noble Corp plc,NE,000000000
0001840780,Local Bounti Corporation/DE,LOCL,981584830
0001004702,OCEANFIRST FINANCIAL CORP,OCFC,223412577
0001509470,SURO CAPITAL CORP.,SSSS,274443543
0001944212,DT Cloud Acquisition Corp,DYCQ,000000000
0001944212,DT Cloud Acquisition Corp,DYCQ,000000000
0001340476,DIRTT ENVIRONMENTAL SOLUTIONS LTD,DRTTF,000000000
0001992243,"FREYR Battery, Inc. /DE/",FREY,933205861
0001796949,"GenFlat Holdings, Inc.",HCBR,843639946
0001819516,Wheels Up Experience Inc.,UP,981617611
0001864943,FGI Industries Ltd.,FGI,000000000
0001845815,Payoneer Global Inc.,PAYO,861778671
0001787412,"WB Burgers Asia, Inc.",WBBA,000000000
0001726079,"Tipmefast, Inc.",TMEF,834057513
0001333986,"Equitable Holdings, Inc.",EQH,585512450
0001333986,"Equitable Holdings, Inc.",EQH,585512450
0001660734,Triton International Ltd,TRTN-PA,981276572
0001660734,Triton International Ltd,TRTN-PA,981276572
0001660734,Triton International Ltd,TRTN-PA,981276572
0001660734,Triton International Ltd,TRTN-PA,981276572
0001865468,Kairous Acquisition Corp. Ltd,KACL,000000000
0001865468,Kairous Acquisition Corp. Ltd,KACL,000000000
0001865468,Kairous Acquisition Corp. Ltd,KACL,000000000
0000100826,UNION ELECTRIC CO,UELMO,430559760
0001848898,African Agriculture Holdings Inc.,AAGR,000000000
0001888654,"5E Advanced Materials, Inc.",FEAM,873426517
0001847345,PowerUp Acquisition Corp.,PWUP,000000000
0001847345,PowerUp Acquisition Corp.,PWUP,000000000
0001805077,"Eos Energy Enterprises, Inc.",EOSE,000000000
0001828105,Hippo Holdings Inc.,HIPO,981562010
0001841761,"Grove Collaborative Holdings, Inc.",GROV,882840659
0001934850,"F&G Annuities & Life, Inc.",FG,852487422
0000075208,OVERSEAS SHIPHOLDING GROUP INC,OGSRW,132637623
0001838359,"Rigetti Computing, Inc.",RGTI,000000000
0001466026,"Midland States Bancorp, Inc.",MSBI,371233196
0001937891,AlphaVest Acquisition Corp.,ATMV,000000000
0001937891,AlphaVest Acquisition Corp.,ATMV,000000000
0001737995,Sharps Technology Inc.,STSS,823751728
0001839519,CF Acquisition Corp. VII,CFFS,851963781
0001839519,CF Acquisition Corp. VII,CFFS,851963781
0001854816,Minerva Gold Inc.,MINR,981588963
0001708176,Hall of Fame Resort & Entertainment Co,HOFV,843235695
0001844452,"Intuitive Machines, Inc.",LUNR,000000000
0000845877,FEDERAL AGRICULTURAL MORTGAGE CORP,AGM,521578738
0000845877,FEDERAL AGRICULTURAL MORTGAGE CORP,AGM,521578738
0000845877,FEDERAL AGRICULTURAL MORTGAGE CORP,AGM,521578738
0001409493,CHIMERA INVESTMENT CORP,CIM,260630461
0001801602,"SpringBig Holdings, Inc.",SBIG,882789488
0001845437,NET Power Inc.,NPWR,981580612
0001818502,OppFi Inc.,OPFI,851648122
0001497645,"Summit Hotel Properties, Inc.",INN,272962512
0001846975,SDCL EDGE Acquisition Corp,SEDA,000000000
0001846975,SDCL EDGE Acquisition Corp,SEDA,000000000
0001877557,Integrated Wellness Acquisition Corp,WEL,000000000
0001877557,Integrated Wellness Acquisition Corp,WEL,000000000
0001042046,AMERICAN FINANCIAL GROUP INC,AFG,311544320
0001042046,AMERICAN FINANCIAL GROUP INC,AFG,311544320
0001042046,AMERICAN FINANCIAL GROUP INC,AFG,311544320
0001324948,RBC Bearings INC,RBC,954372080
0001576018,SiriusPoint Ltd,SPNT,000000000
0001576018,SiriusPoint Ltd,SPNT,000000000
0001000209,MEDALLION FINANCIAL CORP,MFIN,043291176
0001883085,Pagaya Technologies Ltd.,PGY,000000000
0001335105,"LIXTE BIOTECHNOLOGY HOLDINGS, INC.",LIXT,202903526
0000898174,REINSURANCE GROUP OF AMERICA INC,RGA,431627032
0001276187,Energy Transfer LP,ET,300108820
0000018349,SYNOVUS FINANCIAL CORP,SNV,581134883
0001624326,PAVmed Inc.,PAVM,471214177
0001840425,Bellevue Life Sciences Acquisition Corp.,BLAC,845052822
0001840425,Bellevue Life Sciences Acquisition Corp.,BLAC,845052822
0001840425,Bellevue Life Sciences Acquisition Corp.,BLAC,845052822
0001631596,KKR Real Estate Finance Trust Inc.,KREF,472009094
0001846084,Global Crossing Airlines Group Inc.,JETMF,981350261
0001868419,Western Acquisition Ventures Corp.,WAVS,863720717
0001868419,Western Acquisition Ventures Corp.,WAVS,863720717
0001881741,Arogo Capital Acquisition Corp.,AOGO,871118179
0001881741,Arogo Capital Acquisition Corp.,AOGO,871118179
0001687187,"Ramaco Resources, Inc.",METC,000000000
0001687187,"Ramaco Resources, Inc.",METC,000000000
0001075415,DIVERSIFIED HEALTHCARE TRUST,DHC,043445278
0001075415,DIVERSIFIED HEALTHCARE TRUST,DHC,043445278
0001903464,Aimfinity Investment Corp. I,AIMA,000000000
0001903464,Aimfinity Investment Corp. I,AIMA,000000000
0001903464,Aimfinity Investment Corp. I,AIMA,000000000
0001635077,"Aclarion, Inc.",ACON,473324725
0001825248,Franklin BSP Capital Corp,FRBP,000000000
0001770141,"UpHealth, Inc.",UPHL,833838045
0000896429,"CANTALOUPE, INC.",CTLP,232679963
0000028917,"DILLARD'S, INC.",DDS,710388071
0000066570,MSA Safety Inc,MSA,464914539
0001953984,"Binah Capital Group, Inc.",BCG,883276689
0001143513,GLADSTONE CAPITAL CORP,GLAD,542040781
0001819493,"Xos, Inc.",XOS,981550505
0001709682,"Custom Truck One Source, Inc.",CTOS,000000000
0001831979,Stardust Power Inc.,SDST,000000000
0001685040,"Brighthouse Financial, Inc.",BHF,813846992
0001685040,"Brighthouse Financial, Inc.",BHF,813846992
0001685040,"Brighthouse Financial, Inc.",BHF,813846992
0001814287,"Abacus Life, Inc.",ABL,851210472
0001814287,"Abacus Life, Inc.",ABL,851210472
0001753539,BlackSky Technology Inc.,BKSY,831833760
0001648087,AMERICAN REBEL HOLDINGS INC,AREB,473892903
0001281895,"ROCKET PHARMACEUTICALS, INC.",RCKT,000000000
0001267238,"ASSURANT, INC.",AIZ,391126612
0001839530,"XBP Europe Holdings, Inc.",XBP,852002883
0001844419,Maquia Capital Acquisition Corp,MAQC,854283150
0001844419,Maquia Capital Acquisition Corp,MAQC,854283150
0001843370,bleuacacia ltd,BLEUU,000000000
0001843370,bleuacacia ltd,BLEUU,000000000
0001843370,bleuacacia ltd,BLEUU,000000000
0000049196,HUNTINGTON BANCSHARES INC /MD/,HBAN,310724920
0000049196,HUNTINGTON BANCSHARES INC /MD/,HBAN,310724920
0000049196,HUNTINGTON BANCSHARES INC /MD/,HBAN,310724920
0001895144,Golden Star Acquisition Corp,GODN,000000000
0001895144,Golden Star Acquisition Corp,GODN,000000000
0001032208,SEMPRA,SRE,330732627
0001705012,"Fat Brands, Inc",FAT,821302696
0001705012,"Fat Brands, Inc",FAT,821302696
0001004724,"REGIONAL HEALTH PROPERTIES, INC",RHE,815166048
0001332349,Brookdale Senior Living Inc.,BKD,203068069
0001860871,Tevogen Bio Holdings Inc.,TVGN,981597194
0001895249,"ConnectM Technology Solutions, Inc.",CNTM,000000000
0001895249,"ConnectM Technology Solutions, Inc.",CNTM,000000000
0001895249,"ConnectM Technology Solutions, Inc.",CNTM,000000000
0001412100,"Maiden Holdings, Ltd.",MHLD,000000000
0001823466,"FiscalNote Holdings, Inc.",NOTE,000000000
0001907223,"ANEW Medical, Inc.",WENA,862727441
0001479247,United States Commodity Index Funds Trust,CPER,000000000
0001479247,United States Commodity Index Funds Trust,CPER,000000000
0001841425,"Verde Clean Fuels, Inc.",VGAS,851863331
0000883569,"Fossil Group, Inc.",FOSL,752018505
0001488813,"Customers Bancorp, Inc.",CUBI,272290659
0001690080,180 Life Sciences Corp.,ATNF,813832378
0001423689,AGNC Investment Corp.,AGNC,261701984
0001423689,AGNC Investment Corp.,AGNC,261701984
0001423689,AGNC Investment Corp.,AGNC,261701984
0001889450,FutureTech II Acquisition Corp.,FTII,872551539
0001889450,FutureTech II Acquisition Corp.,FTII,872551539
0001855485,"Calidi Biotherapeutics, Inc.",CLDI,862967193
0001848821,Global Technology Acquisition Corp. I,GTAC,660969672
0001848821,Global Technology Acquisition Corp. I,GTAC,660969672
0001769624,AGBA Group Holding Ltd.,AGBA,000000000
0000092230,TRUIST FINANCIAL CORP,TFC,560939887
0000092230,TRUIST FINANCIAL CORP,TFC,560939887
0000092230,TRUIST FINANCIAL CORP,TFC,560939887
0001535778,"MSC INCOME FUND, INC.",MSCF,453999996
0001830214,"Ginkgo Bioworks Holdings, Inc.",DNA,872652913
0000915913,ALBEMARLE CORP,ALB,541692118
0001693577,"MainStreet Bancshares, Inc.",MNSB,812871064
0001915380,"dMY Squared Technology Group, Inc.",DMYY,880748933
0001915380,"dMY Squared Technology Group, Inc.",DMYY,880748933
0001865631,NEXTNAV INC.,NN,000000000
0001865631,NEXTNAV INC.,NN,000000000
0001620179,"Exela Technologies, Inc.",XELA,471347291
0000922247,"Cyclo Therapeutics, Inc.",CYTH,593029743
0001628171,"Revolution Medicines, Inc.",RVMD,472029180
0001137774,PRUDENTIAL FINANCIAL INC,PRU,
0001137774,PRUDENTIAL FINANCIAL INC,PRU,
0001137774,PRUDENTIAL FINANCIAL INC,PRU,
0000011544,BERKLEY W R CORP,WRB,221867895
0000011544,BERKLEY W R CORP,WRB,221867895
0000011544,BERKLEY W R CORP,WRB,221867895
0001805385,"Evolv Technologies Holdings, Inc.",EVLV,844473840
0001834045,"Vintage Wine Estates, Inc.",VWE,871005902
0000006176,AMPCO PITTSBURGH CORP,AP,251117717
0001296884,"Lightstone Value Plus REIT I, Inc.",,201237795
0001701963,Versus Systems Inc.,VS,000000000
0000107815,WISCONSIN ELECTRIC POWER CO,WELPP,390476280
0001341317,Bridgewater Bancshares Inc,BWB,000000000
0001946563,"60 DEGREES PHARMACEUTICALS, INC.",SXTP,452406880
0001922331,Global Star Acquisition Inc.,GLST,842508938
0001922331,Global Star Acquisition Inc.,GLST,842508938
0001922331,Global Star Acquisition Inc.,GLST,842508938
0000948320,"LifeMD, Inc.",LFMD,760238453
0001855457,"KORE Group Holdings, Inc.",KORE,863078783
0001980845,enGene Holdings Inc.,ENGN,000000000
0001651308,"BeiGene, Ltd.",BGNE,981209416
0001547546,"Lument Finance Trust, Inc.",LFT,454966519
0001819810,Redwire Corp,RDW,000000000
0001867956,Linktory Inc.,LKRY,000000000
0001883983,VISION SENSING ACQUISITION CORP.,VSAC,872323481
0001883983,VISION SENSING ACQUISITION CORP.,VSAC,872323481
0001915328,Israel Acquisitions Corp,ISRL,873587394
0001915328,Israel Acquisitions Corp,ISRL,873587394
0001950429,99 Acquisition Group Inc.,NNAG,000000000
0001950429,99 Acquisition Group Inc.,NNAG,000000000
0001950429,99 Acquisition Group Inc.,NNAG,000000000
0000886982,GOLDMAN SACHS GROUP INC,GS,134019460
0001816233,"Sharecare, Inc.",SHCR,851365053
0001163739,NABORS INDUSTRIES LTD,NBR,980363970
0001817232,Global Gas Corp,HGAS,851617911
0001131554,SYNCHRONOSS TECHNOLOGIES INC,SNCR,061594540
0001518461,"AmpliTech Group, Inc.",AMPG,274566352
0001527352,"Nexalin Technology, Inc.",NXL,275566468
0001963088,"AtlasClear Holdings, Inc.",ATCH,000000000
0001826889,"Beachbody Company, Inc.",BODI,000000000
0001857855,Finnovate Acquisition Corp.,FNVT,981592968
0001857855,Finnovate Acquisition Corp.,FNVT,981592968
0001356115,NEXPOINT DIVERSIFIED REAL ESTATE TRUST,NXDT,800139099
0001785424,"Katapult Holdings, Inc.",KPLT,842704291
0001261249,AGILE THERAPEUTICS INC,AGRX,000000000
0001428205,"Armour Residential REIT, Inc.",ARR,261908763
0001490349,PhenixFIN Corp,PFX,274576073
0001856961,Blue Ocean Acquisition Corp,BOCN,000000000
0001856961,Blue Ocean Acquisition Corp,BOCN,000000000
0001860879,Rigel Resource Acquisition Corp.,RRAC,000000000
0001860879,Rigel Resource Acquisition Corp.,RRAC,000000000
0001550913,"MacKenzie Realty Capital, Inc.",AENPP,454355424
0001550913,"MacKenzie Realty Capital, Inc.",AENPP,454355424
0001838876,"GeoSolar Technologies, Inc.",GSLR,854106353
0001630472,"TPG RE Finance Trust, Inc.",TRTX,000000000
0000091576,KEYCORP /NEW/,KEY,346542451
0001901886,Aura Fat Projects Acquisition Corp,AFAR,000000000
0001901886,Aura Fat Projects Acquisition Corp,AFAR,000000000
0001801417,byNordic Acquisition Corp,BYNO,000000000
0001801417,byNordic Acquisition Corp,BYNO,000000000
0001326160,Duke Energy CORP,DUK,202777218
0001297996,"DIGITAL REALTY TRUST, INC.",DLR,260081711
0001842556,HNR Acquisition Corp.,HNRA,854359124
0001901336,Alchemy Investments Acquisition Corp 1,ALCY,000000000
0001901336,Alchemy Investments Acquisition Corp 1,ALCY,000000000
0001476045,Chatham Lodging Trust,CLDT,271200777
0000826675,DYNEX CAPITAL INC,DX,521549373
0001752828,Celularity Inc,CELU,831702591
0001278752,MidCap Financial Investment Corp,MFIC,522439556
0001909770,KHEOBA CORP.,KHOB,981636812
0001805833,"System1, Inc.",SST,923978051
0001848334,"OKMIN RESOURCES, INC.",OKMN,854401166
0001253986,ARBOR REALTY TRUST INC,ABR,200057959
0001253986,ARBOR REALTY TRUST INC,ABR,200057959
0001253986,ARBOR REALTY TRUST INC,ABR,200057959
0001619312,"Lightstone Value Plus REIT IV, Inc.",LTSV,471796830
0001947861,Nature's Miracle Holding Inc.,NMHI,000000000
0001357878,"REGENEREX PHARMA, INC.",RGPX,980479983
0001758699,TRANSUITE.ORG INC.,TRSO,301129581
0000949039,"DIAMOND OFFSHORE DRILLING, INC.",DO,760321760
0001015328,WINTRUST FINANCIAL CORP,WTFC,363873352
0001840502,Taboola.com Ltd.,TBLA,000000000
0001849380,OneMedNet Corp,ONMD,862076743
0000879911,"APPLIED ENERGETICS, INC.",AERG,770262908
0001080657,"Presidio Property Trust, Inc.",SQFT,330841255
0001080657,"Presidio Property Trust, Inc.",SQFT,330841255
0001864531,"VSEE HEALTH, INC.",VSEE,862970927
0001779372,"HeartBeam, Inc.",BEAT,474881450
0001779020,"Danimer Scientific, Inc.",DNMR,841924518
0001349706,"TurnOnGreen, Inc.",TOGI,205648820
0001824502,Archer Aviation Inc.,ACHR,852730902
0001844981,DIGIASIA CORP.,FAAS,000000000
0001826667,"TriSalus Life Sciences, Inc.",TLSI,853009869
0001355096,"Qurate Retail, Inc.",QRTEA,841288730
0001852353,Dakota Gold Corp.,DC,000000000
0001776909,CuriosityStream Inc.,CURI,000000000
0001866226,Welsbach Technology Metals Acquisition Corp.,WTMA,871006702
0001866226,Welsbach Technology Metals Acquisition Corp.,WTMA,871006702
0001876716,ASPAC II Acquisition Corp.,ASCB,000000000
0001876716,ASPAC II Acquisition Corp.,ASCB,000000000
0001876716,ASPAC II Acquisition Corp.,ASCB,000000000
0001849737,Patria Latin American Opportunity Acquisition Corp.,PLAO,000000000
0001849737,Patria Latin American Opportunity Acquisition Corp.,PLAO,000000000
0001847440,Coliseum Acquisition Corp.,MITA,000000000
0001847440,Coliseum Acquisition Corp.,MITA,000000000
0001784851,"Shapeways Holdings, Inc.",SHPSQ,000000000
0001784851,"Shapeways Holdings, Inc.",SHPSQ,000000000
0001848861,Healthcare AI Acquisition Corp.,HAIA,981585450
0001848861,Healthcare AI Acquisition Corp.,HAIA,981585450
0001831481,Sable Offshore Corp.,SOC,853514078
0001798562,TMC the metals Co Inc.,TMC,000000000
0001843714,Zapata Computing Holdings Inc.,ZPTA,981578373
0001851959,Concord Acquisition Corp II,CNDA,862171101
0001851959,Concord Acquisition Corp II,CNDA,862171101
0001852536,"Intorio, Corp.",ITOR,981578603
0001824893,"Surrozen, Inc./DE",SRZN,301374889
0001815849,"ATI Physical Therapy, Inc.",ATIP,851408039
0001845123,Swiftmerge Acquisition Corp.,IVCP,000000000
0001845123,Swiftmerge Acquisition Corp.,IVCP,000000000
0001648960,"DatChat, Inc.",DATS,472502264
0001934064,"ProSomnus, Inc.",OSAPQ,882978216
0001534525,"Xenetic Biosciences, Inc.",XBIO,452952962
0001876945,Gold Flora Corp.,GRAM,932261104
0001287032,PROSPECT CAPITAL CORP,PSEC,432048643
0001502292,"Conifer Holdings, Inc.",CNFR,271298795
0001826681,Palladyne AI Corp.,PDYN,000000000
0001411342,Ellington Financial Inc.,EFC,000000000
0001411342,Ellington Financial Inc.,EFC,000000000
0001411342,Ellington Financial Inc.,EFC,000000000
0001411342,Ellington Financial Inc.,EFC,000000000
0001411342,Ellington Financial Inc.,EFC,000000000
0001935033,KEEMO Fashion Group Ltd,KMFG,320686375
0001780312,"AST SpaceMobile, Inc.",ASTS,000000000
0000929008,WESCO INTERNATIONAL INC,WCC,251723342
0001868269,Chenghe Acquisition I Co.,LATG,000000000
0001868269,Chenghe Acquisition I Co.,LATG,000000000
0001941536,"Bridger Aerospace Group Holdings, Inc.",BAER,000000000
0001587987,"NewtekOne, Inc.",NEWT,463755188
0001587987,"NewtekOne, Inc.",NEWT,463755188
0001587987,"NewtekOne, Inc.",NEWT,463755188
0001823000,CONX Corp.,CNXX,852728630
0001332551,ACRES Commercial Realty Corp.,ACR,202287134
0001332551,ACRES Commercial Realty Corp.,ACR,202287134
0001890671,DUET Acquisition Corp.,DUET,872744116
0001890671,DUET Acquisition Corp.,DUET,872744116
0001774675,Skillsoft Corp.,SKIL,834388331
0001539638,"Triumph Financial, Inc.",TFIN,200477066
0001747009,Midstream Co LLC,ETRN,830516635
0000832489,"GeoVax Labs, Inc.",GOVX,870455038
0001845550,Plum Acquisition Corp. III,PLMJ,000000000
0001845550,Plum Acquisition Corp. III,PLMJ,000000000
0001590715,American Resources Corp,AREC,463914127
0001843477,Spring Valley Acquisition Corp. II,SVII,000000000
0001843477,Spring Valley Acquisition Corp. II,SVII,000000000
0001979005,"Aimei Health Technology Co., Ltd.",AFJK,000000000
0001979005,"Aimei Health Technology Co., Ltd.",AFJK,000000000
0001843477,Spring Valley Acquisition Corp. II,SVII,000000000
0001880661,TPG Inc.,TPG,872063362
0001856031,Vivid Seats Inc.,SEAT,863355184
0001865200,Southport Acquisition Corp,PORT,863483780
0001865200,Southport Acquisition Corp,PORT,863483780
0001939937,L A M Y,LMMY,372039216
0001298946,DiamondRock Hospitality Co,DRH,000000000
0001865506,Zeo Energy Corp.,ZEO,981601409
0001956055,Bukit Jalil Global Acquisition 1 Ltd.,BUJA,000000000
0001956055,Bukit Jalil Global Acquisition 1 Ltd.,BUJA,000000000
0001956055,Bukit Jalil Global Acquisition 1 Ltd.,BUJA,000000000
0001775734,Beneficient,BENF,721573705
0000092108,SOUTHERN CALIFORNIA GAS CO,SOCGP,951240705
0001821159,EVgo Inc.,EVGO,000000000
0001377936,SARATOGA INVESTMENT CORP.,SAR,204876925
0001377936,SARATOGA INVESTMENT CORP.,SAR,204876925
0001377936,SARATOGA INVESTMENT CORP.,SAR,204876925
0001377936,SARATOGA INVESTMENT CORP.,SAR,204876925
0001034670,AUTOLIV INC,ALV,510378542
0001084267,"Mobiquity Technologies, Inc.",MOBQ,113427886
0000720005,RAYMOND JAMES FINANCIAL INC,RJF,591517485
0001527541,"Wheeler Real Estate Investment Trust, Inc.",WHLR,452681082
0001969475,Bayview Acquisition Corp,BAYA,000000000
0001969475,Bayview Acquisition Corp,BAYA,000000000
0001843993,"Thunder Bridge Capital Partners IV, Inc.",THCP,000000000
0001843993,"Thunder Bridge Capital Partners IV, Inc.",THCP,000000000
0001879814,TLGY ACQUISITION CORP,TLGY,981603634
0001879814,TLGY ACQUISITION CORP,TLGY,981603634
0001831359,Jaws Mustang Acquisition Corp,JWSM,000000000
0001831359,Jaws Mustang Acquisition Corp,JWSM,000000000
0001630805,"Babcock & Wilcox Enterprises, Inc.",BW,472783641
0001630805,"Babcock & Wilcox Enterprises, Inc.",BW,472783641
0001630805,"Babcock & Wilcox Enterprises, Inc.",BW,472783641
0001849820,"Nauticus Robotics, Inc.",KITT,000000000
0001865248,Capitalworks Emerging Markets Acquisition Corp,CMCAF,000000000
0001501729,FS Specialty Lending Fund,FSEN,000000000
0001883788,"DIH HOLDING US, INC.",DHAI,000000000
0001866816,"SYNTEC OPTICS HOLDINGS, INC.",OPTX,870816957
0001820566,Inspirato Inc,ISPO,000000000
0001930021,New Horizon Aircraft Ltd.,HOVR,000000000
0001870144,"Cardio Diagnostics Holdings, Inc.",CDIO,870925574
0001822372,Streetex Corp.,SSRT,981446177
0000068622,QWEST CORP,CTBB,840273800
0001760689,"Microvast Holdings, Inc.",MVST,832530757
0001995413,COLOMBIER ACQUISITION CORP. II,CLBR,000000000
0001995413,COLOMBIER ACQUISITION CORP. II,CLBR,000000000
0001836833,Planet Labs PBC,PL,000000000
0001889106,ALPHATIME ACQUISITION CORP,ATMC,000000000
0001889106,ALPHATIME ACQUISITION CORP,ATMC,000000000
0001889106,ALPHATIME ACQUISITION CORP,ATMC,000000000
0001708341,Allied Gaming & Entertainment Inc.,AGAE,821659427
0001809750,Edible Garden AG Inc,EDBL,850558704
0001527166,Carlyle Group Inc.,CG,
0001837929,New Providence Acquisition Corp. II,NPAB,000000000
0001837929,New Providence Acquisition Corp. II,NPAB,000000000
0001807765,PMV Consumer Acquisition Corp.,PMVC,845174573
0001506492,"Nuwellis, Inc.",NUWE,680533453
0001812173,Vicarious Surgical Inc.,RBOT,000000000
0001611983,Liberty Broadband Corp,LBRDA,471211994
0001871638,BurTech Acquisition Corp.,BRKH,000000000
0001871638,BurTech Acquisition Corp.,BRKH,000000000
0001807765,PMV Consumer Acquisition Corp.,PMVC,845174573
0001759824,ALTA EQUIPMENT GROUP INC.,ALTG,832583782
0001822791,Clene Inc.,CLNN,852828339
0001408534,"First Guaranty Bancshares, Inc.",FGBI,260513559
0001115055,PINNACLE FINANCIAL PARTNERS INC,PNFP,621812853
0000763901,"POPULAR, INC.",BPOP,660667416
0001729637,Karbon-X Corp.,KARX,822882342
0001605888,ATLANTIC INTERNATIONAL CORP.,ATLN,465319744
0001414767,Netcapital Inc.,NCPL,870409951
0001750153,Canoo Inc.,GOEV,831476189
0001819142,SES AI Corp,SES,000000000
0001845459,"NKGen Biotech, Inc.",NKGN,000000000
0001593773,AMJ Global Technology,KGNR,331230169
0001830696,GLOBAL LEADERS CORP,GLCP,000000000
0000036104,US BANCORP \DE\,USB,410255900
0001810560,"REVELATION BIOSCIENCES, INC.",REVB,843898466
0001823652,"Eve Holding, Inc.",EVEX,852549808
0001498382,"Kintara Therapeutics, Inc.",KTRA,990360497
0000913144,RENAISSANCERE HOLDINGS LTD,RNR,980138020
0000072971,WELLS FARGO & COMPANY/MN,WFC,410449260
0000036104,US BANCORP \DE\,USB,410255900
0000036104,US BANCORP \DE\,USB,410255900
0000072971,WELLS FARGO & COMPANY/MN,WFC,410449260
0000072971,WELLS FARGO & COMPANY/MN,WFC,410449260
0000072971,WELLS FARGO & COMPANY/MN,WFC,410449260
0000862651,"Investview, Inc.",INVU,870369205
0001819574,"Bark, Inc.",BARK,851872418
0001471824,Teucrium Commodity Trust,CANE,000000000
0001471824,Teucrium Commodity Trust,CANE,000000000
0001471824,Teucrium Commodity Trust,CANE,000000000
0001471824,Teucrium Commodity Trust,CANE,000000000
0001471824,Teucrium Commodity Trust,CANE,000000000
0001880319,"Perimeter Solutions, SA",PRM,000000000
0001900402,Evergreen Corp,EVGR,000000000
0001900402,Evergreen Corp,EVGR,000000000
0001934945,Trailblazer Merger Corp I,TBMC,000000000
0001835512,Terran Orbital Corp,LLAP,000000000
0000879101,KIMCO REALTY CORP,KIM,132744380
0001360214,"HARROW, INC.",HROW,450567010
0001360214,"HARROW, INC.",HROW,450567010
0001823584,ALLIANCE ENTERTAINMENT HOLDING CORP,AENT,852373325
0001894057,Papaya Growth Opportunity Corp. I,PPYA,873071107
0001894057,Papaya Growth Opportunity Corp. I,PPYA,873071107
0001818382,"Humacyte, Inc.",HUMA,851763759
0001719406,"NRX Pharmaceuticals, Inc.",NRXP,822844431
0001552198,"WhiteHorse Finance, Inc.",WHF,454247759
0001918661,ESH Acquisition Corp.,ESHA,874000684
